District,Ethnicity,Fin Sup By Fam Sup Pct,Fin Sup By Fin Aids Pct,Fin Sup By Job Pct,Fin Sup By Oth Pct,Fin Sup By Per Sav Pct,Fin Sup By Schl Prize Pct,Have Own Desk At Home,Have Own Room At Home,High Edu Lvl Father,High Edu Lvl Mother,Mth Household Income,Nbr Of Household Member,Norm Travel Time,Number of Records,Place Of Birth,Religion,Residency,Snap Dat,Survey Year,Type Of Fam House,Wh Stdt Key,Work Exp,Year Of Resd In Hk
Sai Kung (inc. Tseung Kwan O),N/A,80,0,10,0,0,10,Yes,Yes,Post-secondary education,Post-secondary education,"Under HK$10,000",3,Less than 60 minutes,1,Singapore,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,116430,No experience at all,7 years or more
Kwun Tong,Chinese,35,30,5,0,10,20,Yes,No,Primary education,Primary education,"HK$10,000 - HK$19,999",4,Less than 60 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115138,Part-time job experience only,3 to less than 7 years
,,0,0,0,0,0,0,,,N/A,N/A,,,,1,N/A,N/A,,23/12/2020 12:00:00 AM,2018,,116074,N/A,
Sha Tin,Chinese,90,0,10,0,0,0,Yes,No,Primary education,Primary education,Not applicable,3,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116572,Part-time job experience only,7 years or more
Kwai Tsing,Chinese,90,0,10,0,0,0,Yes,Yes,Post-secondary education,Post-secondary education,"HK$30,000 - HK$39,999",3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115552,Part-time job experience only,Since birth
Sai Kung (inc. Tseung Kwan O),Chinese,50,0,0,0,0,50,No,Yes,Secondary education/ Matriculation,Post-secondary education,"HK$40,000 - HK$49,999",3,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,110847,Full-time job experience for less than one year,Since birth
Eastern,N/A,70,0,0,0,25,5,Yes,Yes,Primary education,Secondary education/ Matriculation,"HK$40,000 - HK$49,999",2,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,115464,No experience at all,Since birth
Yuen Long (inc. Tin Shui Wai),Chinese,30,0,20,0,50,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",3,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115930,Part-time job experience only,Since birth
Islands (inc. Tung Chung),N/A,100,0,0,0,0,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$50,000 - HK$59,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,115932,No experience at all,Since birth
Sha Tin,N/A,100,0,0,0,0,0,Yes,Yes,University education,University education,Not applicable,3,60 - 119 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),103713,No experience at all,Since birth
Sha Tin,N/A,100,0,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,Not applicable,3,180 - 240 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116933,Part-time job experience only,Since birth
Eastern,N/A,75,0,0,0,0,25,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$30,000 - HK$39,999",3,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115417,Part-time job experience only,7 years or more
Sai Kung (inc. Tseung Kwan O),Chinese,80,0,10,0,10,0,Yes,Yes,Secondary education/ Matriculation,Primary education,"HK$10,000 - HK$19,999",3,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115418,Part-time job experience only,Since birth
Southern,N/A,30,0,70,0,0,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$60,000 - HK$69,999",3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116449,Full-time job experience for less than one year,Since birth
Kowloon City,N/A,10,50,20,0,20,0,Yes,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"Under HK$10,000",2,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,115695,No experience at all,7 years or more
Tuen Mun,N/A,50,40,0,0,0,10,Yes,No,Secondary education/ Matriculation,Post-secondary education,"HK$10,000 - HK$19,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Others (e.g. staff quarters),115696,Part-time job experience only,Since birth
Tuen Mun,Chinese,50,0,25,0,25,0,Yes,No,Secondary education/ Matriculation,Primary education,"HK$10,000 - HK$19,999",4,180 - 240 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116555,Part-time job experience only,7 years or more
,,0,0,0,0,0,0,,,N/A,N/A,,,,1,N/A,N/A,,23/12/2020 12:00:00 AM,2018,,110561,N/A,
Sai Kung (inc. Tseung Kwan O),Chinese,0,0,0,0,100,0,Yes,Yes,University education,University education,"HK$50,000 - HK$59,999",3,More than 240 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,114980,Part-time job experience only,7 years or more
Sha Tin,N/A,50,50,0,0,0,0,Yes,No,Primary education,Primary education,"HK$10,000 - HK$19,999",2,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116337,No experience at all,3 to less than 7 years
Sai Kung (inc. Tseung Kwan O),N/A,85,0,10,0,5,0,No,No,Secondary education/ Matriculation,Secondary education/ Matriculation,Not applicable,6,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,115258,Part-time job experience only,Since birth
Not applicable,Other ethnicities,0,0,0,100,0,0,No,Yes,Secondary education/ Matriculation,Post-secondary education,"HK$10,000 - HK$19,999",4,180 - 240 minutes,1,Chinese Mainland,Traditional Chinese Religion,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116076,No experience at all,Since birth
Tsuen Wan,Chinese,80,0,0,0,0,20,Yes,No,Post-secondary education,University education,"HK$30,000 - HK$39,999",4,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115580,No experience at all,Since birth
Sha Tin,N/A,50,0,20,0,30,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$50,000 - HK$59,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Others (e.g. staff quarters),115849,No experience at all,Since birth
Sha Tin,Chinese,100,0,0,0,0,0,Yes,Yes,University education,University education,Not applicable,2,120 - 179 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),110371,Part-time job experience only,7 years or more
"North (inc. Sheung Shui, Fanling, etc)",N/A,70,0,20,0,10,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",3,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116385,Full-time job experience for less than one year,3 to less than 7 years
Central & Western,N/A,70,0,0,0,30,0,No,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$40,000 - HK$49,999",5,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116386,No experience at all,Since birth
Wong Tai Sin,N/A,10,40,0,0,20,30,Yes,Yes,Primary education,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",4,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116520,No experience at all,Since birth
Not applicable,Chinese,100,0,0,0,0,0,Yes,Yes,University education,University education,"HK$100,000 or above",4,120 - 179 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),110695,No experience at all,less than 3 years
Tuen Mun,N/A,0,0,50,0,50,0,Yes,Yes,University education,University education,Not applicable,3,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115729,Part-time job experience only,Since birth
Tai Po,Chinese,80,0,10,0,10,0,Yes,Yes,Post-secondary education,Post-secondary education,"HK$30,000 - HK$39,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116275,Part-time job experience only,Since birth
Eastern,Chinese,80,0,20,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$40,000 - HK$49,999",3,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,115130,Part-time job experience only,Since birth
Yau Tsim Mong,N/A,40,50,5,0,5,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$50,000 - HK$59,999",5,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116063,Part-time job experience only,Since birth
Kwun Tong,N/A,20,0,10,0,70,0,Yes,Yes,Secondary education/ Matriculation,Primary education,"HK$10,000 - HK$19,999",2,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116064,Part-time job experience only,Since birth
Kowloon City,N/A,75,0,10,0,15,0,Yes,Yes,Primary education,Secondary education/ Matriculation,"HK$10,000 - HK$19,999",3,60 - 119 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116107,Part-time job experience only,7 years or more
Wanchai,Chinese,100,0,0,0,0,0,Yes,Yes,University education,University education,"HK$30,000 - HK$39,999",6,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),37979,No experience at all,Since birth
Yuen Long (inc. Tin Shui Wai),N/A,0,100,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"Under HK$10,000",3,180 - 240 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116554,Part-time job experience only,7 years or more
Kwun Tong,Chinese,100,0,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$40,000 - HK$49,999",4,Less than 60 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Others (e.g. staff quarters),116493,Part-time job experience only,7 years or more
Southern,N/A,60,25,5,0,10,0,Yes,No,Primary education,Primary education,"HK$20,000 - HK$29,999",4,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,115196,Part-time job experience only,Since birth
Eastern,Chinese,90,0,5,0,5,0,No,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",4,120 - 179 minutes,1,Chinese Mainland,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116229,Part-time job experience only,7 years or more
Kwai Tsing,N/A,20,20,30,0,10,20,Yes,Yes,Primary education,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",4,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116610,Part-time job experience only,Since birth
Sai Kung (inc. Tseung Kwan O),N/A,95,0,0,0,0,5,Yes,No,Post-secondary education,Secondary education/ Matriculation,Not applicable,5,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115583,Part-time job experience only,Since birth
Kwai Tsing,Indian,90,0,0,0,5,5,Yes,Yes,University education,University education,"HK$70,000 - HK$79,999",4,60 - 119 minutes,1,India,Catholic,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116057,No experience at all,7 years or more
Tsuen Wan,N/A,100,0,0,0,0,0,Yes,Yes,Post-secondary education,Post-secondary education,"HK$50,000 - HK$59,999",2,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116058,Part-time job experience only,Since birth
Kwun Tong,N/A,90,0,10,0,0,0,Yes,Yes,University education,Post-secondary education,"HK$20,000 - HK$29,999",3,Less than 60 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),110925,Part-time job experience only,Since birth
Yau Tsim Mong,N/A,70,0,0,0,10,20,Yes,Yes,Post-secondary education,Secondary education/ Matriculation,"HK$20,000 - HK$29,999",2,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),110930,Part-time job experience only,Since birth
Tsuen Wan,N/A,95,0,0,0,5,0,Yes,Yes,University education,University education,"HK$80,000 - HK$89,999",5,More than 240 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116800,Part-time job experience only,7 years or more
Yau Tsim Mong,N/A,75,5,10,0,5,5,Yes,Yes,University education,University education,Not applicable,4,60 - 119 minutes,1,HK,Catholic,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115448,Part-time job experience only,Since birth
Not applicable,Chinese,80,0,20,0,0,0,Yes,Yes,University education,Secondary education/ Matriculation,"Under HK$10,000",4,More than 240 minutes,1,Taiwan,Catholic,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),110428,Full-time job experience for less than one year,less than 3 years
Not applicable,N/A,100,0,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,Not applicable,2,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),110430,Part-time job experience only,3 to less than 7 years
Yau Tsim Mong,N/A,70,0,5,0,20,5,Yes,Yes,Post-secondary education,Post-secondary education,"HK$50,000 - HK$59,999",3,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115476,No experience at all,Since birth
Wong Tai Sin,N/A,60,0,10,0,30,0,No,No,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$30,000 - HK$39,999",4,120 - 179 minutes,1,Chinese Mainland,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,115674,Part-time job experience only,7 years or more
Tai Po,N/A,50,0,0,0,50,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,Not applicable,5,180 - 240 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),115775,No experience at all,Since birth
Eastern,N/A,70,0,10,0,20,0,Yes,Yes,Secondary education/ Matriculation,University education,"HK$40,000 - HK$49,999",4,Less than 60 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116031,Part-time job experience only,Since birth
Kwun Tong,N/A,100,0,0,0,0,0,Yes,Yes,Secondary education/ Matriculation,Secondary education/ Matriculation,"HK$30,000 - HK$39,999",5,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,116457,Part-time job experience only,7 years or more
Kwai Tsing,N/A,90,0,0,0,0,10,No,Yes,Secondary education/ Matriculation,University education,"HK$90,000 - HK$99,999",4,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),110738,Part-time job experience only,Since birth
Kwai Tsing,Chinese,70,0,30,0,0,0,Yes,No,Post-secondary education,Post-secondary education,Not applicable,4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Home Ownership Scheme flats,110746,No experience at all,7 years or more
Sai Kung (inc. Tseung Kwan O),N/A,90,0,10,0,0,0,Yes,Yes,University education,University education,"HK$70,000 - HK$79,999",3,Less than 60 minutes,1,HK,Protestant/Christian,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),116528,Part-time job experience only,Since birth
Wong Tai Sin,Japanese,100,0,0,0,0,0,Yes,Yes,University education,University education,Not applicable,1,60 - 119 minutes,1,Japan,"Buddhist, Shintoist",L,23/12/2020 12:00:00 AM,2018,Squatter/Temporary structure,114874,No experience at all,3 to less than 7 years
Eastern,N/A,70,0,0,0,30,0,No,No,Primary education,No formal education,"HK$10,000 - HK$19,999",4,60 - 119 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116300,Part-time job experience only,Since birth
Eastern,Indian,75,0,0,0,0,25,Yes,Yes,University education,University education,"HK$80,000 - HK$89,999",3,Less than 60 minutes,1,India,No religious belief,L,23/12/2020 12:00:00 AM,2018,Private flats (whole or part of a flat),103480,Full-time job experience for less than one year,3 to less than 7 years
Tuen Mun,N/A,100,0,0,0,0,0,No,Yes,No formal education,No formal education,"HK$20,000 - HK$29,999",3,120 - 179 minutes,1,HK,No religious belief,L,23/12/2020 12:00:00 AM,2018,Housing Authority/Housing Society rental flats,116180,No experience at all,Since birth
